,id,time,luminosity
597,AFG.28_1,1995,0.0
598,AFG.28_1,1996,0.0
599,AFG.28_1,1997,0.0
600,AFG.28_1,1998,0.0
601,AFG.28_1,1999,0.0
602,AFG.28_1,2000,0.0
603,AFG.28_1,2001,0.0
604,AFG.28_1,2002,0.0
605,AFG.28_1,2003,0.0
606,AFG.28_1,2004,0.0
607,AFG.28_1,2005,0.0
608,AFG.28_1,2006,0.0
609,AFG.28_1,2007,0.0
610,AFG.28_1,2008,0.0
611,AFG.28_1,2009,0.0
612,AFG.28_1,2010,0.0
613,AFG.28_1,2011,9.671999133653575e-06
614,AFG.28_1,2012,0.625014954710782
615,AFG.28_1,2013,0.625
616,AFG.29_1,1992,0.0
617,AFG.29_1,1993,0.0
618,AFG.29_1,1994,0.0
619,AFG.29_1,1995,0.0
620,AFG.29_1,1996,0.0
621,AFG.29_1,1997,0.0
622,AFG.29_1,1998,0.0
623,AFG.29_1,1999,0.0
624,AFG.29_1,2000,0.0
625,AFG.29_1,2001,0.0
626,AFG.29_1,2002,0.0
627,AFG.29_1,2003,0.0
628,AFG.29_1,2004,0.0
629,AFG.29_1,2005,0.0
630,AFG.29_1,2006,0.0
631,AFG.29_1,2007,0.0
632,AFG.29_1,2008,0.0
633,AFG.29_1,2009,0.0
634,AFG.29_1,2010,0.0
635,AFG.29_1,2011,0.0
636,AFG.29_1,2012,0.0
637,AFG.29_1,2013,0.0
638,AFG.30_1,1992,0.0
639,AFG.30_1,1993,0.0
640,AFG.30_1,1994,0.0
641,AFG.30_1,1995,0.0
642,AFG.30_1,1996,0.0
643,AFG.30_1,1997,0.0
644,AFG.30_1,1998,0.0
645,AFG.30_1,1999,0.0
646,AFG.30_1,2000,0.0
647,AFG.30_1,2001,0.0
648,AFG.30_1,2002,0.0
649,AFG.30_1,2003,0.0
650,AFG.30_1,2004,0.0
651,AFG.30_1,2005,0.0
652,AFG.30_1,2006,0.0
653,AFG.30_1,2007,0.0
654,AFG.30_1,2008,0.0
655,AFG.30_1,2009,0.0
656,AFG.30_1,2010,0.0
657,AFG.30_1,2011,0.0
658,AFG.30_1,2012,0.0
659,AFG.30_1,2013,0.2173923894699941
660,AFG.31_1,1992,0.0
661,AFG.31_1,1993,0.0
662,AFG.31_1,1994,0.0
663,AFG.31_1,1995,0.0
664,AFG.31_1,1996,0.0
665,AFG.31_1,1997,0.0
666,AFG.31_1,1998,0.0
667,AFG.31_1,1999,0.0
668,AFG.31_1,2000,0.0
669,AFG.31_1,2001,0.0
670,AFG.31_1,2002,0.0
671,AFG.31_1,2003,0.0
672,AFG.31_1,2004,0.0
673,AFG.31_1,2005,0.0
674,AFG.31_1,2006,0.0
675,AFG.31_1,2007,0.0
